Node Number	X Location (mm)	Y Location (mm)	Z Location (mm)	
959	-4,4938	0,66271	0,	
960	-9,0812	2,7072	0,	
961	-5,0352	3,7188	0,	
962	-6,6667	4,1667	0,	
963	-2,1354	3,2986	0,	
964	-3,0849	28,841	0,	
965	-8,6667	29,417	0,	
966	-1,2257	4,5023	0,	
967	-2,0014	23,785	0,	
968	-9,9984	16,715	0,	
969	-3,9983	8,7173	0,	
970	-10,	8,7221	0,	
971	-10,	6,6667	0,	
972	-2,0014	6,7851	0,	
973	-10,	13,667	0,	
974	-3,9985	13,715	0,	
975	-10,	19,722	0,	
976	-10,	25,722	0,	
977	-8,	5,1667	0,	
978	-3,7397	3,8771	0,	
979	-2,75	24,708	0,	
980	-9,2465	15,869	0,	
981	-2,7284	7,6597	0,	
982	-9,2717	12,833	0,	
983	-3,25	12,792	0,	
984	-3,1406	4,4687	0,	
985	-6,5208	3,5417	0,	
986	-2,974	5,7396	0,	
987	-9,4139	28,728	0,	
988	-9,7083	28,271	0,	
989	-9,3991	27,824	0,	
990	-9,5729	2,375	0,	
991	-8,455	5,3872	0,	
992	-9,3262	5,8219	0,	
993	-9,5	25,958	0,	
994	-9,5	19,958	0,	
995	-3,5	13,958	0,	
996	-9,5	13,958	0,	
997	-2,5	6,5417	0,	
998	-9,5	6,9583	0,	
999	-9,5	8,9583	0,	
1000	-3,5	8,9583	0,	
1001	-9,5	16,958	0,	
1002	-2,5	23,542	0,	
1003	-1,3019	0,5152	0,	
1004	-0,50152	1,8723	0,	
1005	-1,5852	1,5538	0,	
1006	-4,8077	0,98695	0,	
1007	-1,7859	4,3791	0,	
1008	-5,8542	1,875	0,	
1009	-6,6308	1,6037	0,	
1010	-6,4106	2,9941	0,	
1011	-4,	6,75	0,	
1012	-4,	16,25	0,	
1013	-4,	16,75	0,	
1014	-4,	28,25	0,	
1015	-4,	27,75	0,	
1016	-1,9849	28,323	0,	
1017	-8,5	27,5	0,	
1018	-8,5434	27,964	0,	
1019	-2,4664	27,064	0,	
1020	-4,	26,25	0,	
1021	-4,	25,75	0,	
1022	-8,5	25,5	0,	
1023	-8,5	26,	0,	
1024	-10,	26,25	0,	
1025	-8,5	27,	0,	
1026	-10,	24,25	0,	
1027	-10,	24,75	0,	
1028	-8,5	25,	0,	
1029	-8,5	24,5	0,	
1030	-4,	24,25	0,	
1031	-4,0538	24,762	0,	
1032	-8,5	21,5	0,	
1033	-9,5338	21,436	0,	
1034	-9,5	22,	0,	
1035	-2,	22,25	0,	
1036	-4,	21,75	0,	
1037	-8,5	19,5	0,	
1038	-8,5	20,	0,	
1039	-10,	20,25	0,	
1040	-8,5	21,	0,	
1041	-2,4662	21,064	0,	
1042	-4,	20,25	0,	
1043	-4,	19,75	0,	
1044	-10,	18,25	0,	
1045	-10,	18,75	0,	
1046	-8,5	19,	0,	
1047	-8,5	18,5	0,	
1048	-2,4671	19,063	0,	
1049	-2,5	18,5	0,	
1050	-4,	18,25	0,	
1051	-4,	18,75	0,	
1052	-8,4395	15,518	0,	
1053	-1,9739	16,205	0,	
1054	-4,	15,75	0,	
1055	-3,5	15,5	0,	
1056	-2,4662	15,064	0,	
1057	-2,5	14,5	0,	
1058	-4,	14,25	0,	
1059	-10,	14,25	0,	
1060	-8,5	15,	0,	
1061	-8,5	14,5	0,	
1062	-4,	11,75	0,	
1063	-2,	12,25	0,	
1064	-9,5338	11,436	0,	
1065	-9,5479	12,001	0,	
1066	-8,5	11,5	0,	
1067	-2,4662	11,064	0,	
1068	-2,5	10,5	0,	
1069	-4,	10,25	0,	
1070	-4,	10,75	0,	
1071	-10,	10,25	0,	
1072	-8,5	11,	0,	
1073	-8,5	10,5	0,	
1074	-2,5	9,	0,	
1075	-2,5	8,5	0,	
1076	-8,5	9,	0,	
1077	-8,5	8,5	0,	
1078	-2,	6,25	0,	
1079	-8,	5,75	0,	
1080	-8,5	7,	0,	
1081	-8,5	8,	0,	
1082	-10,	7,25	0,	
1083	-10,	7,75	0,	
1084	-4,0538	7,7549	0,	
1085	-10,	9,25	0,	
1086	-8,5	10,	0,	
1087	-4,	9,25	0,	
1088	-2,5	10,	0,	
1089	-8,	13,25	0,	
1090	-2,	13,25	0,	
1091	-2,5	18,	0,	
1092	-8,5	18,	0,	
1093	-10,	17,25	0,	
1094	-3,5	22,5	0,	
1095	-2,	23,25	0,	
1096	-8,	23,25	0,	
1097	-9,5	22,5	0,	
1098	-2,1619	29,381	0,	
1099	-7,8384	3,1067	0,	
1100	-2,9844	2,9271	0,	
1101	-2,5321	0,8504	0,	
1102	-3,789	1,2083	0,	
1103	-2,5696	28,53	0,	
1104	-9,2083	29,396	0,	
1105	-10,021	3,75	0,	
1106	-9,0417	3,9271	0,	
1107	-6,4792	1,0417	0,	
1108	-4,7083	3,3333	0,	
1109	-3,6052	4,8007	0,	
1110	-1,974	5,2396	0,	
1111	-1,3292	3,2884	0,	
1112	-8,2344	1,1042	0,	
1113	-4,0323	26,795	0,	
1114	-4,0417	20,786	0,	
1115	-10,	4,6667	0,	
1116	-10,	5,2083	0,	
1117	-9,1562	0,5	0,	
1118	-2,3637	4,9965	0,	
1119	-3,8503	29,574	0,	
1120	-5,4566	3,1075	0,	
1121	-0,89583	4,0556	0,	
1122	-8,0312	4,6458	0,	
1123	-0,58073	1,3281	0,	
1124	-7,5938	1,3854	0,	
1125	-3,096	0,84939	0,	
1126	-9,2187	1,5	0,	
1127	-3,5833	28,542	0,	
1128	-6,2353	0,47293	0,	
1129	-5,0417	2,0833	0,	
1130	-1,987	5,7448	0,	
1131	-8,5312	4,3125	0,	
1132	-7,5938	3,9375	0,	
1133	-4,1187	5,5829	0,	
1134	-9,8594	1,25	0,	
1135	-10,002	2,1124	0,	
1136	-10,021	3,25	0,	
1137	-9,5	23,	0,	
1138	-3,5	23,	0,	
1139	-8,5	17,5	0,	
1140	-2,5	17,5	0,	
1141	-2,	12,75	0,	
1142	-2,5	9,5	0,	
1143	-4,	9,75	0,	
1144	-8,5	9,5	0,	
1145	-10,	9,75	0,	
1146	-4,	7,25	0,	
1147	-8,5	7,5	0,	
1148	-8,5	6,5	0,	
1149	-8,	6,25	0,	
1150	-4,	11,25	0,	
1151	-4,	12,25	0,	
1152	-3,5	15,	0,	
1153	-4,	19,25	0,	
1154	-2,5	20,5	0,	
1155	-8,5	20,5	0,	
1156	-4,	22,25	0,	
1157	-4,	25,25	0,	
1158	-8,5	26,5	0,	
1159	-2,5	26,5	0,	
1160	-3,5	7,	0,	
1161	-3,5	17,	0,	
1162	-8,	27,25	0,	
1163	-8,	25,25	0,	
1164	-8,	26,25	0,	
1165	-9,5	24,	0,	
1166	-3,5	24,	0,	
1167	-8,	21,25	0,	
1168	-10,	22,25	0,	
1169	-2,5	22,5	0,	
1170	-8,	19,25	0,	
1171	-8,	20,25	0,	
1172	-9,5	18,	0,	
1173	-8,	18,25	0,	
1174	-2,	18,25	0,	
1175	-3,5	18,	0,	
1176	-8,	15,25	0,	
1177	-2,5	16,5	0,	
1178	-2,4739	12,469	0,	
1179	-10,	12,25	0,	
1180	-8,	11,25	0,	
1181	-2,	10,25	0,	
1182	-3,5	10,	0,	
1183	-9,5	10,	0,	
1184	-8,	10,25	0,	
1185	-2,	8,25	0,	
1186	-2,	9,25	0,	
1187	-8,	8,25	0,	
1188	-8,	9,25	0,	
1189	-3,9836	5,9332	0,	
1190	-8,	7,25	0,	
1191	-7,25	2,5	0,	
1192	-4,25	2,5	0,	
1193	-3,	27,75	0,	
1194	-2,9527	26,795	0,	
1195	-9,	26,75	0,	
1196	-9,	24,75	0,	
1197	-9,	25,75	0,	
1198	-3,	25,75	0,	
1199	-9,	22,75	0,	
1200	-9,	23,75	0,	
1201	-3,	23,75	0,	
1202	-3,	22,75	0,	
1203	-9,	20,75	0,	
1204	-9,	21,75	0,	
1205	-3,	21,75	0,	
1206	-3,	20,75	0,	
1207	-9,	18,75	0,	
1208	-9,	19,75	0,	
1209	-3,	19,75	0,	
1210	-3,	18,75	0,	
1211	-9,	16,75	0,	
1212	-9,	17,75	0,	
1213	-3,	17,75	0,	
1214	-3,	16,75	0,	
1215	-3,	15,75	0,	
1216	-3,	14,75	0,	
1217	-9,	14,75	0,	
1218	-3,	13,75	0,	
1219	-9,	13,75	0,	
1220	-3,	11,75	0,	
1221	-3,	10,75	0,	
1222	-9,	10,75	0,	
1223	-9,0559	11,758	0,	
1224	-3,	9,75	0,	
1225	-3,	8,75	0,	
1226	-9,	8,75	0,	
1227	-9,	9,75	0,	
1228	-3,	6,75	0,	
1229	-9,	6,75	0,	
1230	-9,	7,75	0,	
1231	-2,	22,75	0,	
1232	-10,	17,75	0,	
1233	-8,1821	2,6913	0,	
1234	-8,7063	1,8508	0,	
1235	-10,066	20,783	0,	
1236	-8,625	12,063	0,	
1237	-8,5678	22,045	0,	
1238	-7,875	12,688	0,	
1239	-10,066	10,783	0,	
1240	-1,9344	11,717	0,	
1241	-1,9301	15,71	0,	
1242	-10,066	14,783	0,	
1243	-1,9344	21,717	0,	
1244	-7,9315	22,708	0,	
1245	-10,06	26,789	0,	
1246	-1,934	27,73	0,	
1247	-7,3071	0,80728	0,	
1248	-2,7682	4,158	0,	
1249	-1,6615	0,90625	0,	
1250	-1,9167	3,8611	0,	
1251	-7,9375	2,0625	0,	
1252	-4,545	2,8816	0,	
1253	-7,8333	28,333	0,	
1254	-3,3607	5,3882	0,	
1255	-2,6732	2,2299	0,	
1256	-5,7739	0,39218	0,	
1257	-7,875	0,44792	0,	
1258	-2,8646	1,3125	0,	
1259	-7,0938	2,1875	0,	
1260	-4,2187	4,1875	0,	
1261	-2,57	3,1422	0,	
1262	-2,375	7,9792	0,	
1263	-9,625	12,521	0,	
1264	-3,625	12,521	0,	
1265	-8,9375	0,90625	0,	
1266	-5,7995	4,5027	0,	
1267	-3,3203	0,32812	0,	
1268	-10,083	4,2192	0,	
1269	-4,	21,292	0,	
1270	-10,	19,208	0,	
1271	-10,	25,208	0,	
1272	-4,0503	13,231	0,	
1273	-10,	13,208	0,	
1274	-1,9495	7,2696	0,	
1275	-10,	6,2083	0,	
1276	-10,05	16,231	0,	
1277	-1,9495	24,27	0,	
1278	-4,	27,292	0,	
1279	-4,0486	8,2335	0,	
1280	-10,	8,2083	0,	
1281	-8,3965	16,014	0,	
1282	-8,8814	5,6181	0,	
1283	-3,25	24,875	0,	
1284	-3,25	7,875	0,	
1285	-8,75	12,625	0,	
1286	-0,80729	0,40625	0,	
1287	-6,7627	4,604	0,	
1288	-8,5527	28,484	0,	
1289	-8,271	29,61	0,	
1290	-8,9594	27,681	0,	
1291	-2,7682	4,7135	0,	
1292	-8,8024	15,796	0,	
1293	-8,2473	3,2325	0,	
1294	-0,42969	2,401	0,	
1295	-0,73958	4,6458	0,	
1296	-5,0885	1,3021	0,	
1297	-9,6233	5,4936	0,	
1298	-3,3431	2,6993	0,	
1299	-4,9298	0,58603	0,	
1300	-3,5789	1,9859	0,	
1301	-5,875	2,9167	0,	
1302	-4,5493	2,1327	0,	
1303	-9,7031	0,375	0,	
1304	-1,7758	0,39858	0,	
1305	-5,4653	2,0409	0,	
1306	-2,978	2,5443	0,	
1307	-8,6085	16,495	0,	
1308	-2,6335	19,496	0,	
1309	-10,125	11,312	0,	
1310	-10,125	15,312	0,	
1311	-1,875	21,187	0,	
1312	-7,8534	22,251	0,	
1313	-10,073	27,286	0,	
1314	-1,9301	27,239	0,	
1315	-8,6469	22,499	0,	
1316	-2,6274	25,496	0,	
1317	-9,3276	26,978	0,	
1318	-7,8462	12,247	0,	
1319	-1,875	11,187	0,	
1320	-1,875	15,187	0,	
1321	-7,875	16,188	0,	
1322	-1,9381	19,221	0,	
1323	-10,125	21,313	0,	
1324	-1,875	25,188	0,	
1325	-10,157	29,228	0,	
1326	-7,9167	29,542	0,	
1327	-10,124	28,203	0,	
1328	-7,9299	23,69	0,	
1329	-9,5811	15,475	0,	
1330	-3,5	18,986	0,	
1331	-9,5	18,979	0,	
1332	-1,9983	13,748	0,	
1333	-8,	13,667	0,	
1334	-8,5	14,083	0,	
1335	-4,	14,736	0,	
1336	-2,4993	14,003	0,	
1337	-8,57	24,06	0,	
1338	-6,2993	2,4904	0,	
1339	-2,4202	25,038	0,	
1340	-9,5	7,9791	0,	
1341	-3,5	10,986	0,	
1342	-9,5	24,979	0,	
1343	-0,9878	3,5367	0,	
1344	-7,495	3,4583	0,	
1345	-8,7347	0,32362	0,	
1346	-1,9935	4,8105	0,	
1347	-9,3365	27,387	0,	
1348	-10,062	29,594	0,	
1349	-1,9375	25,594	0,	
1350	-1,9375	19,594	0,	
1351	-7,9375	16,594	0,	
1352	-5,3958	2,7083	0,	
1353	-3,2098	1,6994	0,	
1354	-0,40365	0,45313	0,	
1355	-4,7653	4,1097	0,	
1356	-7,2014	0,3608	0,	
1357	-10,102	0,4375	0,	
1358	-2,8369	12,754	0,	
1359	-1,6671	3,0816	0,	
1360	-2,2645	0,39757	0,	
1361	-4,0563	0,71203	0,	
1362	-1,7217	3,3916	0,	
1363	-7,7005	4,312	0,	
1364	-3,7557	5,6342	0,	
1365	-2,8468	29,664	0,	
1366	-8,8956	5,078	0,	
1367	-9,6693	2,9062	0,	
1368	-2,8278	5,2211	0,	
1369	-2,2831	24,521	0,	
1370	-9,7127	15,983	0,	
1371	-3,708	7,9879	0,	
1372	-3,702	24,994	0,	
1373	-3,3066	20,992	0,	
1374	-9,7033	5,9234	0,	
1375	-2,2806	7,5187	0,	
1376	-9,72	12,984	0,	
1377	-3,719	12,98	0,	
1378	-2,292	2,3043	0,	
1379	-4,2596	0,33589	0,	
1380	-3,5362	28,959	0,	
1381	-4,1484	5,1406	0,	
1382	-3,7783	4,2938	0,	
1383	-8,7617	2,303	0,	
1384	-2,5205	29,556	0,	
1385	-9,6979	27,488	0,	
1386	-10,	23,875	0,	
1387	-4,	23,875	0,	
1388	-4,	17,875	0,	
1389	-2,	16,625	0,	
1390	-4,	6,375	0,	
1391	-2,	20,375	0,	
1392	-2,	26,375	0,	
1393	-10,	23,125	0,	
1394	-4,	23,125	0,	
1395	-8,	17,375	0,	
1396	-4,	17,125	0,	
1397	-2,	17,375	0,	
1398	-3,8203	0,32812	0,	
1399	-2,3698	1,9062	0,	
1400	-8,2067	28,219	0,	
1401	-7,8289	28,769	0,	
1402	-8,4951	28,931	0,	
1403	-3,8466	3,4679	0,	
1404	-3,3863	3,5655	0,	
1405	-4,2083	28,729	0,	
1406	-10,133	1,6889	0,	
1407	-9,5129	1,9278	0,	
1408	-5,4259	3,463	0,	
1409	-4,6366	0,31693	0,	
1410	-6,7344	2,1354	0,	
1411	-2,4485	29,192	0,	
1412	-1,7935	28,758	0,	
1413	-4,1628	29,237	0,	
1414	-7,0938	1,7708	0,	
1415	-2,2223	29,74	0,	
1416	-1,8215	29,205	0,	
1417	-0,42976	4,6629	0,	
1418	-3,6936	27,061	0,	
1419	-4,2026	29,662	0,	
1420	-1,842	29,661	0,	
1421	-3,75	2,5	10,	
1422	-7,6774	2,5415	10,	
1423	-5,75	2,5	10,	
1424	-1,941	2,6921	10,	
1425	-3,2195	3,9402	10,	
1426	-9,	4,5	10,	
1427	-3,0509	28,282	10,	
1428	-9,	28,25	10,	
1429	-3,	26,25	10,	
1430	-9,	26,25	10,	
1431	-9,	24,25	10,	
1432	-3,0587	24,309	10,	
1433	-9,	22,25	10,	
1434	-3,	22,25	10,	
1435	-9,	20,25	10,	
1436	-3,	20,25	10,	
1437	-9,	18,25	10,	
1438	-3,	18,25	10,	
1439	-8,9324	16,21	10,	
1440	-3,	16,25	10,	
1441	-3,	14,25	10,	
1442	-9,	14,25	10,	
1443	-3,0234	12,309	10,	
1444	-9,1286	12,299	10,	
1445	-3,	10,25	10,	
1446	-9,	10,25	10,	
1447	-2,9283	8,2094	10,	
1448	-8,9283	8,2094	10,	
1449	-3,	6,25	10,	
1450	-8,9622	6,1744	10,	
1451	-9,1179	2,0807	10,	
1452	-2,1875	1,375	10,	
1453	-7,0911	3,7795	10,	
1454	-4,3624	3,686	10,	
1455	-6,9933	1,1967	10,	
1456	-4,3772	1,2009	10,	
1457	-5,5649	3,848	10,	
1458	-5,625	1,25	10,	
1459	-9,0304	3,3003	10,	
1460	-1,4375	3,875	10,	
1461	-3,1252	4,9457	10,	
1462	-1,0441	1,725	10,	
1463	-3,2812	1,3125	10,	
1464	-8,125	1,625	10,	
1465	-9,3125	1,	10,	
1466	-2,3437	4,4375	10,	
1467	-8,0608	4,0694	10,	
1468	-9,0616	7,3064	10,	
1469	-3,0587	7,3087	10,	
1470	-9,	9,25	10,	
1471	-3,	9,25	10,	
1472	-9,	11,25	10,	
1473	-3,	11,25	10,	
1474	-8,929	13,203	10,	
1475	-2,9375	13,198	10,	
1476	-8,9911	15,329	10,	
1477	-3,	15,25	10,	
1478	-3,	17,25	10,	
1479	-9,	17,25	10,	
1480	-3,	19,25	10,	
1481	-9,	19,25	10,	
1482	-3,	21,25	10,	
1483	-9,	21,25	10,	
1484	-3,	23,25	10,	
1485	-9,	23,25	10,	
1486	-2,9375	25,212	10,	
1487	-9,	25,25	10,	
1488	-8,9492	27,199	10,	
1489	-3,	27,25	10,	
1490	-4,8833	2,5112	10,	
1491	-6,793	2,559	10,	
1492	-2,7083	1,75	10,	
1493	-0,625	2,9167	10,	
1494	-2,5441	2,6834	10,	
1495	-8,9043	28,875	10,	
1496	-3,3333	29,417	10,	
1497	-2,7897	29,265	10,	
1498	-8,5	4,8333	10,	
1499	-9,4554	4,8978	10,	
1500	-2,3958	3,8472	10,	
1501	-1,1523	1,0831	10,	
1502	-4,1374	4,6419	10,	
1503	-6,3384	2,0195	10,	
1504	-5,9289	3,3812	10,	
1505	-10,	22,75	10,	
1506	-8,4643	22,935	10,	
1507	-9,5714	23,5	10,	
1508	-4,	22,75	10,	
1509	-2,5	23,	10,	
1510	-3,5714	23,5	10,	
1511	-9,5	17,5	10,	
1512	-8,	17,75	10,	
1513	-8,4352	16,944	10,	
1514	-3,5714	17,5	10,	
1515	-2,	17,75	10,	
1516	-2,4286	17,	10,	
1517	-4,0625	12,753	10,	
1518	-2,5	13,	10,	
1519	-8,4151	12,976	10,	
1520	-10,062	12,753	10,	
1521	-2,	9,75	10,	
1522	-3,5	9,5	10,	
1523	-8,	9,75	10,	
1524	-9,5	9,5	10,	
1525	-1,9375	7,7465	10,	
1526	-3,5729	7,5294	10,	
1527	-9,5758	7,5245	10,	
1528	-7,9375	7,7465	10,	
1529	-8,4798	5,948	10,	
1530	-10,058	5,7323	10,	
1531	-2,5	6,	10,	
1532	-3,5	6,	10,	
1533	-8,	8,75	10,	
1534	-2,	8,75	10,	
1535	-8,	10,75	10,	
1536	-9,5319	10,58	10,	
1537	-3,5	10,5	10,	
1538	-2,	10,75	10,	
1539	-8,0319	11,83	10,	
1540	-10,	11,75	10,	
1541	-2,4681	11,92	10,	
1542	-3,5	12,	10,	
1543	-8,	14,75	10,	
1544	-9,5341	14,58	10,	
1545	-3,5	14,5	10,	
1546	-2,	14,75	10,	
1547	-3,5	16,	10,	
1548	-2,4681	15,92	10,	
1549	-10,062	15,753	10,	
1550	-7,9583	15,729	10,	
1551	-3,5	18,5	10,	
1552	-2,	18,75	10,	
1553	-8,	18,75	10,	
1554	-9,5319	18,58	10,	
1555	-3,5	20,5	10,	
1556	-2,	20,75	10,	
1557	-2,4352	19,944	10,	
1558	-10,	19,75	10,	
1559	-8,	20,75	10,	
1560	-9,5648	20,556	10,	
1561	-8,	19,75	10,	
1562	-3,5	22,	10,	
1563	-2,4681	21,92	10,	
1564	-10,	21,75	10,	
1565	-8,0319	21,83	10,	
1566	-3,5729	24,529	10,	
1567	-1,9375	24,747	10,	
1568	-8,	24,75	10,	
1569	-9,5319	24,58	10,	
1570	-10,	25,75	10,	
1571	-8,	26,75	10,	
1572	-9,5648	26,556	10,	
1573	-8,	25,75	10,	
1574	-3,5	26,5	10,	
1575	-2,	26,75	10,	
1576	-2,4352	25,944	10,	
1577	-10,	28,75	10,	
1578	-8,	27,821	10,	
1579	-9,9963	27,79	10,	
1580	-2,4795	27,925	10,	
1581	-3,5	28,	10,	
1582	-8,375	0,54167	10,	
1583	-7,9583	3,5833	10,	
1584	-10,05	2,7031	10,	
1585	-9,5417	3,5	10,	
1586	-2,4479	5,4792	10,	
1587	-0,47917	4,2917	10,	
1588	-9,2286	5,3499	10,	
1589	-2,7604	0,4375	10,	
1590	-5,0182	2,9716	10,	
1591	-5,3333	1,6667	10,	
1592	-5,9167	0,83333	10,	
1593	-6,2821	4,5458	10,	
1594	-3,5	27,498	10,	
1595	-3,4911	25,387	10,	
1596	-3,5	21,498	10,	
1597	-3,5	19,478	10,	
1598	-4,	15,248	10,	
1599	-3,4911	13,374	10,	
1600	-9,5	13,333	10,	
1601	-3,5	11,498	10,	
1602	-2,5084	7,1274	10,	
1603	-8,5088	7,1271	10,	
1604	-9,5	6,3333	10,	
1605	-9,4898	8,3871	10,	
1606	-3,4898	8,3871	10,	
1607	-8,	14,168	10,	
1608	-1,9999	14,237	10,	
1609	-9,4903	16,375	10,	
1610	-2,5084	24,127	10,	
1611	-8,	24,083	10,	
1612	-8,6058	3,0406	10,	
1613	-3,5	16,5	10,	
1614	-3,5	6,5	10,	
1615	-3,6406	0,65625	10,	
1616	-8,131	29,149	10,	
1617	-3,4687	3,1875	10,	
1618	-3,8626	28,937	10,	
1619	-8,3735	2,2119	10,	
1620	-2,1786	28,884	10,	
1621	-7,75	0,89583	10,	
1622	-1,9815	2,0147	10,	
1623	-5,3893	0,5905	10,	
1624	-5,2591	4,3486	10,	
1625	-4,0625	1,875	10,	
1626	-6,8075	0,54589	10,	
1627	-7,4623	1,948	10,	
1628	-4,0687	3,0545	10,	
1629	-7,4489	2,9747	10,	
1630	-2,0621	0,75863	10,	
1631	-0,55208	3,6042	10,	
1632	-0,65559	0,82634	10,	
1633	-8,1667	28,667	10,	
1634	-2,2789	27,481	10,	
1635	-9,6888	27,102	10,	
1636	-9,722	29,296	10,	
1637	-9,7366	25,055	10,	
1638	-8,25	22,375	10,	
1639	-2,2634	21,445	10,	
1640	-9,7366	19,055	10,	
1641	-9,7381	15,056	10,	
1642	-2,2634	15,445	10,	
1643	-2,2634	11,445	10,	
1644	-9,7366	11,055	10,	
1645	-8,25	12,375	10,	
1646	-8,6435	1,3181	10,	
1647	-9,5814	4,2071	10,	
1648	-6,1458	1,4583	10,	
1649	-8,4965	3,638	10,	
1650	-1,4844	2,2188	10,	
1651	-0,90495	2,3168	10,	
1652	-6,9982	3,1249	10,	
1653	-7,1919	4,3497	10,	
1654	-8,5	23,667	10,	
1655	-2,4907	13,502	10,	
1656	-8,4878	13,583	10,	
1657	-9,9062	0,75	10,	
1658	-4,7192	1,6891	10,	
1659	-3,2054	2,2024	10,	
1660	-4,6598	4,5505	10,	
1661	-6,0629	4,007	10,	
1662	-1,25	2,8333	10,	
1663	-2,9323	3,5174	10,	
1664	-4,4938	0,66271	10,	
1665	-9,0812	2,7072	10,	
1666	-5,0352	3,7188	10,	
1667	-6,6667	4,1667	10,	
1668	-2,1354	3,2986	10,	
1669	-3,0849	28,841	10,	
1670	-8,6667	29,417	10,	
1671	-1,2257	4,5023	10,	
1672	-2,0014	23,785	10,	
1673	-9,9984	16,715	10,	
1674	-3,9983	8,7173	10,	
1675	-9,9983	8,7173	10,	
1676	-10,	6,6667	10,	
1677	-8,0015	6,7851	10,	
1678	-2,0014	6,7851	10,	
1679	-10,	13,667	10,	
1680	-3,9985	13,715	10,	
1681	-4,	19,722	10,	
1682	-3,9985	25,717	10,	
1683	-8,	5,1667	10,	
1684	-3,7397	3,8771	10,	
1685	-2,75	24,708	10,	
1686	-9,2465	15,869	10,	
1687	-8,7289	7,6592	10,	
1688	-2,7284	7,6597	10,	
1689	-9,2717	12,833	10,	
1690	-3,25	12,792	10,	
1691	-3,1406	4,4687	10,	
1692	-6,5208	3,5417	10,	
1693	-2,974	5,7396	10,	
1694	-9,4139	28,728	10,	
1695	-9,7083	28,271	10,	
1696	-9,3991	27,824	10,	
1697	-9,5729	2,375	10,	
1698	-8,455	5,3802	10,	
1699	-9,3257	5,822	10,	
1700	-3,5	25,958	10,	
1701	-3,5	19,958	10,	
1702	-3,5	13,958	10,	
1703	-9,5	13,958	10,	
1704	-2,5	6,5417	10,	
1705	-8,5	6,5417	10,	
1706	-9,5	6,9583	10,	
1707	-9,5	8,9583	10,	
1708	-3,5	8,9583	10,	
1709	-9,5	16,958	10,	
1710	-2,5	23,542	10,	
1711	-1,3019	0,5152	10,	
1712	-0,50152	1,8723	10,	
1713	-1,5852	1,5538	10,	
1714	-4,8077	0,98695	10,	
1715	-1,7859	4,3791	10,	
1716	-5,8542	1,875	10,	
1717	-6,4106	2,9941	10,	
1718	-6,6308	1,6037	10,	
1719	-4,	6,75	10,	
1720	-4,	16,25	10,	
1721	-4,	16,75	10,	
1722	-4,	28,25	10,	
1723	-4,	27,75	10,	
1724	-1,9849	28,323	10,	
1725	-8,5	27,5	10,	
1726	-8,5434	27,964	10,	
1727	-2,4664	27,064	10,	
1728	-4,	26,25	10,	
1729	-4,	26,75	10,	
1730	-8,5	25,5	10,	
1731	-8,5	26,	10,	
1732	-8,5	27,	10,	
1733	-9,5338	25,436	10,	
1734	-10,026	24,295	10,	
1735	-8,5	25,	10,	
1736	-8,5	24,5	10,	
1737	-4,	24,25	10,	
1738	-4,0538	24,755	10,	
1739	-8,5	21,5	10,	
1740	-9,5329	21,437	10,	
1741	-9,5	22,	10,	
1742	-2,	22,25	10,	
1743	-4,	21,75	10,	
1744	-8,5	19,5	10,	
1745	-8,5	20,	10,	
1746	-8,5	21,	10,	
1747	-9,5338	19,436	10,	
1748	-2,4662	21,064	10,	
1749	-4,	20,25	10,	
1750	-4,	20,75	10,	
1751	-10,	18,25	10,	
1752	-8,5	19,	10,	
1753	-8,5	18,5	10,	
1754	-2,4671	19,063	10,	
1755	-2,5	18,5	10,	
1756	-4,	18,25	10,	
1757	-4,	18,75	10,	
1758	-8,4395	15,518	10,	
1759	-1,9739	16,205	10,	
1760	-4,	15,75	10,	
1761	-3,5	15,5	10,	
1762	-2,4662	15,064	10,	
1763	-2,5	14,5	10,	
1764	-4,	14,25	10,	
1765	-10,	14,25	10,	
1766	-8,5	15,	10,	
1767	-8,5	14,5	10,	
1768	-4,	11,75	10,	
1769	-2,	12,25	10,	
1770	-9,5338	11,436	10,	
1771	-9,5479	12,001	10,	
1772	-8,5	11,5	10,	
1773	-2,4662	11,064	10,	
1774	-2,5	10,5	10,	
1775	-4,	10,25	10,	
1776	-4,	10,75	10,	
1777	-10,	10,25	10,	
1778	-8,5	11,	10,	
1779	-8,5	10,5	10,	
1780	-2,5	9,	10,	
1781	-2,5	8,5	10,	
1782	-8,5	9,	10,	
1783	-8,5	8,5	10,	
1784	-2,	6,25	10,	
1785	-8,	6,25	10,	
1786	-10,	7,25	10,	
1787	-10,054	7,7541	10,	
1788	-4,0538	7,7549	10,	
1789	-10,	9,25	10,	
1790	-8,5	10,	10,	
1791	-4,	9,25	10,	
1792	-2,5	10,	10,	
1793	-8,	13,25	10,	
1794	-2,	13,25	10,	
1795	-2,5	18,	10,	
1796	-8,5	18,	10,	
1797	-10,	17,25	10,	
1798	-2,	23,25	10,	
1799	-3,5	22,5	10,	
1800	-8,	23,25	10,	
1801	-9,5	22,5	10,	
1802	-2,1619	29,381	10,	
1803	-7,8384	3,1067	10,	
1804	-2,9844	2,9271	10,	
1805	-2,5321	0,8504	10,	
1806	-3,789	1,2083	10,	
1807	-2,5696	28,53	10,	
1808	-9,2083	29,396	10,	
1809	-8,	5,7083	10,	
1810	-10,021	3,75	10,	
1811	-9,0417	3,9271	10,	
