Node Number	X Location (mm)	Y Location (mm)	Z Location (mm)	
17116	-9,6313	20,766	2,1307	
17117	-9,7827	20,187	3,0175	
17118	-3,69	13,961	6,0697	
17119	-9,8211	19,968	6,1782	
17120	-9,8284	19,637	6,8378	
17121	-9,9829	20,379	6,6805	
17122	-3,7091	14,907	1,258	
17123	-2,3893	13,207	8,4673	
17124	-2,6699	13,094	8,9073	
17125	-9,7698	20,024	5,3114	
17126	-2,3868	14,216	2,5814	
17127	-2,2867	13,638	2,1027	
17128	-2,3293	13,357	2,933	
17129	-2,554	14,605	3,0154	
17130	-2,2998	14,131	3,5217	
17131	-2,3045	13,378	3,8191	
17132	-2,3107	13,986	4,0785	
17133	-9,3069	15,803	9,1929	
17134	-8,2192	20,968	1,1767	
17135	-8,2389	20,177	1,1068	
17136	-8,8928	20,273	0,88512	
17137	-8,6613	21,026	0,87217	
17138	-8,2196	20,249	1,8657	
17139	-9,4185	19,687	2,8805	
17140	-8,4041	19,444	2,0414	
17141	-8,3901	19,753	2,7697	
17142	-8,2233	20,781	1,9085	
17143	-8,2912	19,622	1,0604	
17144	-8,1517	19,068	1,8057	
17145	-8,2492	19,132	0,94321	
17146	-8,1901	18,241	3,215	
17147	-8,3283	18,854	3,2416	
17148	-9,7013	19,901	2,0181	
17149	-9,5725	19,561	1,5585	
17150	-9,3709	20,194	1,2636	
17151	-9,6908	18,37	1,7268	
17152	-9,8458	18,751	2,3805	
17153	-9,3162	18,863	1,858	
17154	-3,5251	14,444	0,88849	
17155	-3,2934	13,778	1,2038	
17156	-2,8538	13,579	1,1594	
17157	-3,2713	13,259	0,34738	
17158	-3,3561	12,82	0,67644	
17159	-3,2252	14,79	0,94883	
17160	-2,5517	10,939	8,016	
17161	-2,2963	11,027	8,3258	
17162	-2,6795	11,527	8,578	
17163	-2,8305	11,28	8,9871	
17164	-2,7895	10,745	8,8425	
17165	-2,3446	10,201	8,1844	
17166	-9,647	19,664	3,795	
17167	-9,5938	18,81	4,5306	
17168	-9,5781	18,952	3,9027	
17169	-9,6865	18,604	5,4756	
17170	-9,6855	19,158	5,2112	
17171	-9,5963	18,353	4,9577	
17172	-2,7118	12,41	1,226	
17173	-3,0019	12,363	0,75884	
17174	-2,2276	12,099	0,2902	
17175	-8,181	14,546	8,7565	
17176	-8,2177	15,284	8,6138	
17177	-3,3436	10,855	9,1108	
17178	-3,6842	10,679	8,8202	
17179	-3,662	11,626	8,9654	
17180	-3,6024	11,226	8,305	
17181	-9,6696	16,672	5,4885	
17182	-9,5892	17,384	5,3202	
17183	-9,2616	17,308	5,9113	
17184	-3,586	11,716	4,5591	
17185	-3,6769	12,29	5,0763	
17186	-3,6647	11,617	5,1408	
17187	-3,6646	11,968	5,3282	
17188	-9,4435	18,655	1,1521	
17189	-3,757	9,4	8,4764	
17190	-3,4332	9,4707	8,9615	
17191	-2,8825	8,8945	9,0075	
17192	-2,1267	11,47	3,9599	
17193	-2,3972	12,268	3,9711	
17194	-2,673	12,153	3,4065	
17195	-2,432	12,587	2,8825	
17196	-2,2854	12,989	3,4708	
17197	-8,2919	14,545	9,1832	
17198	-8,9784	14,994	9,0511	
17199	-3,3474	11,405	7,6528	
17200	-3,6589	11,87	7,0545	
17201	-3,7535	10,928	6,9469	
17202	-3,5982	11,402	6,7412	
17203	-2,3762	10,323	7,1798	
17204	-2,4708	10,944	6,7909	
17205	-2,4688	10,34	6,6517	
17206	-3,2703	11,512	6,1746	
17207	-2,4698	10,737	6,0544	
17208	-2,425	11,594	6,2774	
17209	-9,6877	17,78	2,4017	
17210	-8,7612	18,	2,5959	
17211	-9,7568	18,389	3,2492	
17212	-2,5937	11,637	1,2761	
17213	-2,9983	11,224	0,82418	
17214	-2,9812	11,593	0,61986	
17215	-8,3735	14,112	9,0048	
17216	-8,3823	17,082	5,3256	
17217	-8,3264	16,666	4,6523	
17218	-3,353	11,18	3,8757	
17219	-3,7554	10,848	4,7521	
17220	-3,7181	10,306	4,0167	
17221	-3,7265	10,302	4,7432	
17222	-3,4408	9,8241	4,1465	
17223	-1,2251	3,491	9,1033	
17224	-0,89421	2,6699	8,7716	
17225	-3,7007	8,9279	7,5963	
17226	-3,4112	8,8376	7,1062	
17227	-3,6797	9,4506	7,4059	
17228	-8,9058	12,881	9,0341	
17229	-9,344	12,748	8,9642	
17230	-9,308	13,653	9,1766	
17231	-9,6635	13,375	8,8213	
17232	-8,3425	15,689	7,5326	
17233	-8,6968	15,219	7,2432	
17234	-8,5112	15,548	6,6034	
17235	-2,4788	8,243	8,5704	
17236	-2,6238	8,237	8,9793	
17237	-2,7927	7,6066	8,9606	
17238	-1,6341	4,1836	8,451	
17239	-1,1414	3,7796	8,817	
17240	-1,236	4,2048	8,7288	
17241	-3,2694	4,4982	9,1341	
17242	-3,0487	5,1319	9,2003	
17243	-2,8066	5,6453	9,157	
17244	-8,5513	12,439	8,9628	
17245	-2,712	6,7249	8,4732	
17246	-3,5968	7,0616	8,5406	
17247	-3,1131	6,556	8,8782	
17248	-2,929	7,0372	9,1953	
17249	-3,6004	7,919	8,6757	
17250	-3,7287	7,5494	9,3939	
17251	-3,7524	7,5311	8,3956	
17252	-3,6363	5,9459	9,3062	
17253	-2,3253	10,056	4,9608	
17254	-2,2613	9,48	4,5453	
17255	-2,2756	10,451	4,4044	
17256	-2,3322	9,9297	4,1501	
17257	-0,83018	2,5196	7,8156	
17258	-0,93217	1,8648	8,6213	
17259	-1,2615	1,3182	7,8307	
17260	-0,81873	1,6459	7,6845	
17261	-2,2864	4,4989	7,7938	
17262	-2,442	4,829	8,1412	
17263	-2,197	4,5495	8,8179	
17264	-2,4639	9,1945	6,0732	
17265	-2,4478	8,7944	5,2881	
17266	-2,7574	9,4706	5,4984	
17267	-9,7002	14,684	6,7618	
17268	-9,6967	14,145	6,5731	
17269	-9,6915	13,353	6,8373	
17270	-9,6971	13,456	7,3618	
17271	-9,5058	13,371	8,3061	
17272	-9,6311	12,562	8,2657	
17273	-8,3307	14,923	6,0834	
17274	-8,3248	14,224	5,6639	
17275	-7,774	14,537	5,9499	
17276	-8,3331	14,483	6,497	
17277	-8,7075	15,076	5,3512	
17278	-8,5028	15,604	5,6746	
17279	-2,535	5,1387	6,9617	
17280	-2,3701	5,372	7,3867	
17281	-2,3472	4,7918	7,2616	
17282	-2,512	5,7224	8,516	
17283	-2,3657	6,2843	9,0405	
17284	-4,4971	1,2299	8,8341	
17285	-9,5209	9,943	8,8786	
17286	-9,4913	10,778	8,8308	
17287	-7,9955	15,805	3,1599	
17288	-8,4053	15,916	3,6605	
17289	-8,4353	15,177	3,8628	
17290	-8,1522	15,393	4,2043	
17291	-9,3211	15,607	4,1911	
17292	-8,2055	15,992	4,0855	
17293	-8,16	14,433	5,1854	
17294	-8,3947	14,801	4,6114	
17295	-3,114	3,7272	9,0793	
17296	-2,4596	7,5321	6,9663	
17297	-2,3704	7,8777	7,6743	
17298	-2,3484	8,2409	6,9242	
17299	-1,4284	1,1356	7,0695	
17300	-2,0113	0,82377	6,6223	
17301	-1,4546	0,90466	6,5242	
17302	-8,2937	16,048	2,0746	
17303	-8,39	15,143	1,6142	
17304	-8,4896	15,108	2,1567	
17305	-8,4863	15,798	2,828	
17306	-8,4971	14,952	3,0424	
17307	-8,5397	14,607	7,5466	
17308	-8,5366	14,048	7,5528	
17309	-8,5079	13,822	6,8583	
17310	-2,7199	2,2996	9,1109	
17311	-2,5201	1,5371	9,0162	
17312	-3,366	1,2937	8,8889	
17313	-3,623	1,9167	9,3398	
17314	-8,531	10,787	8,8655	
17315	-8,9343	10,104	9,1385	
17316	-8,638	9,6173	8,7617	
17317	-9,2554	9,7276	9,2711	
17318	-8,7257	9,2396	9,1995	
17319	-9,0717	10,616	9,2054	
17320	-3,2877	5,6771	7,7497	
17321	-3,682	5,1494	8,2233	
17322	-5,2425	2,1894	8,8802	
17323	-5,1514	1,4463	9,1952	
17324	-4,5377	1,965	9,2981	
17325	-5,0201	1,9235	9,0319	
17326	-9,5507	9,0941	9,2593	
17327	-8,5971	14,622	0,84327	
17328	-8,9025	15,342	0,90122	
17329	-2,4652	8,0119	5,7988	
17330	-2,3419	8,2782	5,2438	
17331	-8,3754	7,4723	8,7192	
17332	-8,6997	8,1694	9,1269	
17333	-8,4442	8,2429	8,6499	
17334	-7,0529	1,262	8,9575	
17335	-7,076	1,2299	9,4025	
17336	-6,1181	1,1849	9,0724	
17337	-1,1713	3,8823	7,552	
17338	-1,0105	4,1043	8,3787	
17339	-0,73904	3,3343	7,6073	
17340	-0,79547	3,3593	8,0993	
17341	-0,77608	3,5235	6,8256	
17342	-9,7479	12,491	6,6598	
17343	-9,6433	13,282	6,0732	
17344	-9,7352	12,666	6,1411	
17345	-8,7221	12,957	6,7007	
17346	-8,1311	13,458	6,9092	
17347	-8,4678	12,987	6,2318	
17348	-8,3668	12,521	5,5203	
17349	-8,2758	11,909	7,0099	
17350	-8,3114	11,83	6,2287	
17351	-8,5931	12,453	7,0451	
17352	-1,3141	1,5701	0,8268	
17353	-1,2922	1,1345	1,1336	
17354	-5,8915	3,5043	9,1817	
17355	-6,4029	3,6074	9,2029	
17356	-2,2911	0,92816	7,4864	
17357	-1,6223	4,583	5,3083	
17358	-2,2592	5,1436	5,1394	
17359	-1,5536	4,1869	5,9921	
17360	-0,81442	3,7742	5,867	
17361	-9,1229	8,2731	9,1508	
17362	-8,828	8,7018	9,1736	
17363	-9,2042	8,9559	8,7886	
17364	-9,426	9,3959	8,8112	
17365	-8,3289	14,612	2,6653	
17366	-8,2488	14,102	2,356	
17367	-8,3303	14,743	1,8501	
17368	-8,4168	14,318	3,3026	
17369	-8,4374	14,351	4,209	
17370	-9,3848	14,409	2,4957	
17371	-8,1124	13,88	3,0784	
17372	-8,3111	13,173	3,3044	
17373	-8,428	12,909	4,0503	
17374	-8,7362	13,754	3,7909	
17375	-0,80747	1,1521	2,9057	
17376	-1,3191	0,9885	3,5047	
17377	-1,3314	0,94312	2,6164	
17378	-3,6704	2,9771	9,1036	
17379	-3,1255	2,9379	9,0481	
17380	-7,2988	0,78806	8,8217	
17381	-7,4458	1,3554	9,2531	
17382	-9,1148	0,90415	8,3679	
17383	-9,5614	1,1254	8,6742	
17384	-9,7636	1,3846	8,008	
17385	-9,2403	0,85822	7,9922	
17386	-5,6645	3,9683	8,6947	
17387	-9,1354	6,6563	9,1541	
17388	-9,2714	7,1849	9,2354	
17389	-9,6434	6,7549	8,2086	
17390	-9,5895	6,1318	8,7462	
17391	-8,7522	5,2424	9,0916	
17392	-9,5354	4,698	9,0281	
17393	-9,5443	5,2894	8,936	
17394	-9,1553	5,6833	9,0746	
17395	-9,9137	5,5778	8,6492	
17396	-0,92762	1,1757	3,895	
17397	-1,1258	1,1346	4,3995	
17398	-0,83065	2,004	6,4308	
17399	-0,91348	1,2462	6,4121	
17400	-0,8618	1,7342	5,8665	
17401	-9,319	8,3181	7,8013	
17402	-9,7239	8,7225	7,3033	
17403	-9,6365	8,2853	7,6253	
17404	-8,7121	9,4057	7,8215	
17405	-9,6192	9,4267	7,9807	
17406	-9,704	9,5173	7,4379	
17407	-8,3651	8,8099	8,8425	
17408	-9,6814	11,889	6,5096	
17409	-9,5598	11,472	7,3927	
17410	-7,3888	3,466	9,1566	
17411	-8,0221	4,0166	9,2116	
17412	-7,6704	2,9138	9,1189	
17413	-6,8309	2,7587	9,1642	
17414	-3,3057	8,1499	1,0062	
17415	-8,5821	4,6881	9,0883	
17416	-8,4857	4,0959	8,7856	
17417	-9,2475	6,1184	9,2229	
17418	-0,79372	3,726	3,0607	
17419	-1,0957	4,1638	3,6979	
17420	-1,7368	4,2871	4,441	
17421	-0,87003	3,7867	4,0879	
17422	-9,074	13,805	0,95908	
17423	-9,2564	14,472	1,211	
17424	-8,3035	14,34	1,1358	
17425	-2,7422	7,2931	1,2304	
17426	-3,7294	7,4386	1,3351	
17427	-3,3552	7,7699	1,878	
17428	-3,6002	8,4758	2,306	
17429	-3,605	8,1064	2,5899	
17430	-3,2986	7,288	2,3669	
17431	-3,6831	7,4791	3,2824	
17432	-3,692	6,9042	2,7002	
17433	-8,3506	6,363	8,3896	
17434	-8,5451	6,6391	8,8059	
17435	-5,1452	0,73924	8,1024	
17436	-6,0275	0,93928	8,037	
17437	-6,3375	0,78383	8,286	
17438	-1,6709	0,9262	4,1464	
17439	-1,6601	0,88563	4,6519	
17440	-2,2627	6,2115	4,0566	
17441	-2,358	5,8125	4,7105	
17442	-2,3572	6,3858	4,8875	
17443	-2,3261	6,5907	5,3212	
17444	-2,3883	7,5754	4,5885	
17445	-2,3431	7,1104	4,4311	
17446	-8,5502	12,762	1,2863	
17447	-1,2457	4,1575	1,2693	
17448	-0,9543	3,7616	1,8533	
17449	-1,2793	3,9751	2,2226	
17450	-0,99418	1,7899	1,1566	
17451	-9,2217	4,2067	8,8764	
17452	-9,2879	4,7799	8,496	
17453	-8,9007	4,9142	9,2903	
17454	-2,6977	6,1842	0,72636	
17455	-2,7719	6,6681	1,208	
17456	-1,9766	6,5671	0,30925	
17457	-8,4701	11,153	7,7926	
17458	-8,5214	11,885	7,8054	
17459	-0,85299	3,223	4,5128	
17460	-0,66582	2,8815	2,9757	
17461	-1,1545	2,9756	3,3752	
17462	-3,5846	4,4688	3,7425	
17463	-2,2711	4,9911	4,3167	
17464	-9,5637	5,5243	8,1295	
17465	-9,7491	1,3811	7,52	
17466	-9,8082	1,106	6,8059	
17467	-9,3421	1,1217	6,2182	
17468	-9,3224	0,53841	6,2898	
17469	-9,2338	0,76859	7,1104	
17470	-3,338	5,4474	0,83443	
17471	-2,8008	5,4097	0,98582	
17472	-3,1626	6,2529	0,92865	
17473	-2,4184	5,8676	1,1886	
17474	-2,3263	5,5218	1,3838	
17475	-0,96309	2,2096	2,1878	
17476	-0,71463	1,704	2,3743	
17477	-0,85827	3,2526	1,9551	
17478	-0,9416	2,7682	1,9734	
17479	-2,4007	3,9946	0,74571	
17480	-4,3663	4,2103	4,0873	
17481	-5,0455	4,0441	3,4616	
17482	-4,393	3,9125	2,9269	
17483	-9,6544	10,639	5,5742	
17484	-9,5998	10,857	4,5708	
17485	-9,5494	11,323	5,2129	
17486	-3,7898	7,4262	0,37204	
17487	-3,6672	6,977	1,0955	
17488	-3,3026	7,645	0,85744	
17489	-3,7705	5,7303	0,96867	
17490	-3,6773	5,916	1,4013	
17491	-3,9173	6,6608	1,1199	
17492	-3,8162	1,6661	0,89154	
17493	-4,0217	2,1526	0,7906	
17494	-3,6469	2,5556	1,1775	
17495	-4,8173	0,7347	1,0359	
17496	-9,6143	4,0175	7,9614	
17497	-9,6989	4,6663	7,3745	
17498	-9,5639	7,3774	5,5381	
17499	-9,7091	8,1019	5,7152	
17500	-9,473	7,8468	6,6868	
17501	-9,7861	8,0601	6,99	
17502	-9,6469	7,0554	7,3554	
17503	-2,737	4,5415	0,87081	
17504	-3,0906	4,9444	0,80909	
17505	-8,9022	11,617	0,95975	
17506	-9,1058	12,486	0,80675	
17507	-9,2709	11,955	1,2308	
17508	-8,3208	12,122	1,226	
17509	-8,393	11,552	1,3381	
17510	-5,0946	1,1852	1,4966	
17511	-5,6754	1,0778	1,5473	
17512	-5,7551	0,95521	0,95079	
17513	-5,5053	0,32171	1,3176	
17514	-9,6374	2,4742	7,4561	
17515	-9,6855	2,9362	6,7195	
17516	-9,5073	3,299	6,3271	
17517	-9,5277	4,08	6,7603	
17518	-8,2602	5,1454	5,7725	
17519	-9,2841	1,1601	5,6217	
17520	-9,5333	1,562	6,2703	
17521	-9,7257	10,767	4,0752	
17522	-9,6446	10,213	3,8235	
17523	-9,4556	10,063	4,3912	
17524	-9,2873	9,7501	4,9843	
17525	-9,5687	10,443	5,1931	
17526	-9,7016	11,662	1,2083	
17527	-8,7934	10,877	0,88573	
17528	-9,4724	10,269	0,95262	
17529	-9,0339	10,919	0,62663	
17530	-8,7356	10,257	1,2097	
17531	-9,1907	0,67048	1,1972	
17532	-9,7154	9,8739	0,30555	
17533	-9,7168	10,852	1,0446	
17534	-2,9857	3,5796	0,77484	
17535	-3,727	4,5293	1,0525	
17536	-4,8928	3,7944	0,92077	
17537	-4,0423	3,5751	0,68517	
17538	-4,139	4,8157	1,2952	
17539	-9,5829	9,6556	4,1643	
17540	-9,2787	9,2284	4,5391	
17541	-9,7589	8,7388	4,5824	
17542	-9,8018	8,6604	4,0551	
17543	-9,7729	9,3186	3,8193	
17544	-9,5504	8,2589	4,7206	
17545	-8,7084	7,5329	4,5656	
17546	-9,6329	7,502	4,1702	
17547	-9,2476	0,80535	5,1288	
17548	-9,7026	0,74718	4,5428	
17549	-7,0573	1,0312	0,76605	
17550	-5,8069	0,98144	2,121	
17551	-6,3755	1,1566	1,1841	
17552	-7,1448	0,84385	1,5074	
17553	-6,362	0,7906	2,4776	
17554	-8,7165	8,469	3,0737	
17555	-9,7858	8,9758	3,1259	
17556	-9,6194	8,2562	3,621	
17557	-9,6854	8,3249	3,074	
17558	-9,3722	9,7829	0,77108	
17559	-8,7	9,7514	1,1057	
17560	-8,4561	9,656	1,7611	
17561	-8,3221	9,4756	1,2283	
17562	-5,1911	4,2137	1,1735	
17563	-4,3863	4,3626	1,1541	
17564	-8,9199	1,1071	4,0869	
17565	-9,2459	0,89974	3,3581	
17566	-9,6094	1,1815	4,0241	
17567	-9,6097	8,9844	1,3076	
17568	-9,1987	8,9827	0,96363	
17569	-7,693	0,93762	1,2924	
17570	-8,4634	0,94958	1,5855	
17571	-8,4784	6,754	4,3671	
17572	-9,6043	1,3773	2,6021	
17573	-9,3314	1,3247	2,0439	
17574	-9,7893	2,0452	1,9251	
17575	-9,3482	1,9741	3,0476	
17576	-8,3614	9,0696	0,85969	
17577	-8,9432	9,5879	0,76698	
17578	-6,11	2,8041	0,88667	
17579	-6,9682	2,7294	0,98375	
17580	-6,2845	3,4054	0,92142	
17581	-8,4901	8,9233	3,266	
17582	-8,3499	8,1386	3,6013	
17583	-8,2665	7,5113	2,9587	
17584	-8,1476	8,3896	2,4885	
17585	-5,9072	3,5889	0,69668	
17586	-5,4146	3,3093	0,83071	
17587	-5,7554	4,1162	1,1475	
17588	-8,1172	3,2374	0,88915	
17589	-8,7502	2,6272	1,196	
17590	-8,2644	2,6602	0,50925	
17591	-8,2612	4,7492	3,156	
17592	-7,427	4,5473	3,2249	
17593	-8,2517	4,8535	2,4419	
17594	-6,9629	4,0002	1,1786	
17595	-9,7589	7,716	2,7083	
17596	-9,5499	7,2976	2,541	
17597	-9,7229	7,0689	2,9795	
17598	-9,694	6,7581	1,3127	
17599	-9,4755	6,5663	2,2313	
17600	-7,6418	4,6979	1,2851	
17601	-7,9421	4,1773	1,0342	
17602	-7,6361	3,8173	1,0491	
17603	-8,2936	4,7574	0,72098	
17604	-9,049	5,0948	0,92146	
17605	-8,1416	4,9183	1,4462	
17606	-8,8344	4,131	0,90942	
17607	-8,3534	3,8161	0,85652	
17608	-8,3561	5,7359	1,3476	
17609	-8,2913	7,1203	1,8611	
17610	-7,796	6,9765	1,3585	
17611	-8,505	6,579	1,4087	
17612	-8,3421	7,4431	1,473	
17613	-8,5155	7,1502	0,91328	
17614	-8,7148	5,9806	0,91651	
17615	-9,6489	4,6486	0,99565	
17616	-9,245	3,823	0,86042	
17617	-9,1925	4,7112	0,65239	
17618	-9,1745	6,6316	1,0947	
17619	-10,166	4,1832	0,75292	
17620	-9,6051	3,7523	1,3194	
17621	-9,7216	4,3334	1,3208	
17622	-9,6657	5,1493	0,88686	
17623	-9,5097	5,672	1,139	
17624	-8,5284	6,5539	2,2071	
17625	-7,3732	3,3482	0,87332	
17626	-9,3776	3,4148	1,0584	
17627	-9,5466	3,0573	1,5243	
17628	-9,2496	2,709	1,2013	
17629	-8,7605	3,6929	0,73908	
17630	-9,2543	7,5485	1,2007	
17631	-9,6565	5,9164	0,80282	
17632	-9,6173	6,6358	0,90644	
17633	-9,6689	5,9444	1,5167	
17634	-9,7213	6,0737	2,1099	
17635	-9,6869	5,376	2,2853	
17636	-8,2513	7,3031	2,5755	
17637	-7,8098	4,7058	1,7297	
17638	-8,6779	5,346	2,7662	
17639	-8,2765	5,625	2,1701	
17640	-8,4548	5,8233	2,5114	
17641	-8,431	5,315	3,2164	
17642	-8,702	6,5423	2,9873	
17643	-8,395	6,7754	3,7912	
17644	-8,2894	7,4558	3,4281	
17645	-8,8953	7,7295	0,7937	
17646	-8,2465	8,5058	1,366	
17647	-9,3345	8,2224	0,99688	
17648	-9,6683	2,1371	4,0234	
17649	-9,5004	3,0343	3,8357	
17650	-9,5206	3,3405	2,8	
17651	-9,4186	4,354	3,825	
17652	-9,246	5,0457	3,7769	
17653	-9,6829	4,0559	4,4408	
17654	-9,666	3,1848	3,516	
17655	-9,5562	3,8513	3,0152	
17656	-9,6288	4,8387	2,5388	
17657	-9,7028	3,997	2,388	
17658	-9,723	5,7613	4,5746	
17659	-9,6158	6,5941	4,294	
17660	-9,5422	6,3874	3,814	
17661	-9,6534	4,5193	4,3927	
17662	-9,4017	4,536	5,1275	
17663	-9,2586	4,8444	4,5675	
17664	-9,7001	4,8672	5,406	
17665	-9,5613	5,3971	4,8139	
17666	-9,1671	10,347	2,4028	
17667	-9,7616	9,8775	1,5231	
17668	-9,9286	9,195	1,6178	
17669	-9,6668	10,788	1,7475	
17670	-9,3406	8,9958	1,9568	
17671	-9,6728	8,3821	1,3665	
17672	-9,658	8,2075	2,2712	
17673	-9,6884	7,7931	1,6248	
17674	-9,3783	7,0202	0,85821	
17675	-9,6332	2,6078	0,83795	
17676	-9,5946	2,0515	1,1486	
17677	-8,9694	2,2987	1,0167	
17678	-9,1019	1,6004	1,1464	
17679	-8,4064	6,4177	4,1873	
17680	-8,7845	6,0315	3,7861	
17681	-8,3252	5,5809	4,6798	
17682	-8,4453	6,3987	5,0747	
17683	-9,5447	4,0788	5,2491	
17684	-9,5388	4,011	5,8899	
17685	-8,0474	5,5075	3,2337	
17686	-9,4995	9,5881	2,8885	
17687	-8,207	2,0754	0,7904	
17688	-8,3136	1,6259	0,90518	
17689	-9,9729	1,4842	5,4288	
17690	-9,4588	1,7086	4,7792	
17691	-8,4154	9,1125	5,2851	
17692	-8,3151	9,6849	5,1542	
17693	-8,3221	9,0037	4,8772	
17694	-8,3053	7,3775	3,8328	
17695	-8,3148	7,8946	4,8962	
17696	-8,334	8,9399	4,0923	
17697	-9,6774	1,3243	1,5479	
17698	-8,9872	1,001	0,77058	
17699	-8,9366	0,88145	2,032	
17700	-4,9631	3,0601	0,92279	
17701	-8,4827	10,803	1,3388	
17702	-8,1868	11,142	1,3187	
17703	-8,4712	11,257	2,1443	
17704	-8,3236	8,5345	2,0084	
17705	-8,5281	9,6697	2,4412	
17706	-8,3569	9,1253	2,9069	
17707	-8,4946	9,9705	2,7436	
17708	-8,2674	9,6392	3,4192	
17709	-8,3853	10,639	3,5227	
17710	-8,5019	10,396	2,2164	
17711	-9,7757	5,895	5,5274	
17712	-9,4783	6,2429	5,911	
17713	-9,6074	4,9905	6,3099	
17714	-9,1675	5,4335	6,8499	
17715	-4,949	0,93906	2,0023	
17716	-4,3669	0,78341	1,3199	
17717	-4,4127	0,85116	1,9895	
17718	-9,3422	6,8754	5,3537	
17719	-9,6738	7,8815	6,2631	
17720	-9,7177	6,2304	4,9731	
17721	-9,8235	6,7034	4,6861	
17722	-8,2909	6,9121	5,8284	
17723	-8,1758	7,363	5,5124	
17724	-9,782	9,6017	5,6186	
17725	-9,7385	9,0078	5,3697	
17726	-9,591	8,428	6,0752	
17727	-8,2905	5,8649	7,2704	
17728	-8,4089	6,0682	6,712	
17729	-8,1669	4,7527	6,6029	
17730	-8,4514	5,2908	6,1966	
17731	-8,1859	4,872	7,3687	
17732	-8,3918	6,1317	6,0696	
17733	-9,8181	4,2779	5,9011	
17734	-2,3495	6,3766	2,8422	
17735	-2,6481	5,7492	2,4975	
17736	-3,4595	5,6217	2,2093	
17737	-3,5652	6,2598	2,2692	
17738	-4,355	4,4991	2,2473	
17739	-3,6197	4,6814	2,6043	
17740	-3,9064	5,0003	1,7666	
17741	-2,4211	5,9078	1,7715	
17742	-9,7269	10,571	3,3139	
17743	-9,8108	11,201	2,938	
17744	-9,7707	9,7636	3,547	
17745	-9,746	12,441	3,1963	
17746	-9,6549	12,281	2,2472	
17747	-9,6125	11,718	2,9165	
17748	-9,6952	11,442	2,4156	
17749	-9,6981	7,0865	6,5156	
17750	-9,6698	6,1539	7,0074	
17751	-9,1653	8,5793	6,6567	
17752	-9,3566	9,2134	6,1382	
17753	-9,578	9,4488	6,525	
17754	-2,9321	1,5169	0,94028	
17755	-1,9456	2,028	0,85032	
17756	-0,79843	2,7823	1,3383	
17757	-2,6402	3,2178	0,76693	
17758	-1,8057	3,3594	0,63014	
17759	-9,7416	10,024	6,0702	
17760	-3,5433	5,307	4,6301	
17761	-3,5261	6,012	4,8973	
17762	-3,597	5,4269	4,076	
17763	-4,2796	6,1342	4,7218	
17764	-3,5861	6,0771	4,3196	
17765	-3,8935	4,7164	3,0416	
17766	-3,7372	6,012	3,456	
17767	-3,6727	5,5467	3,207	
17768	-3,7325	6,3335	2,9191	
17769	-0,80671	3,4473	2,4347	
17770	-8,4303	9,0241	7,6487	
17771	-8,5116	9,835	7,6732	
17772	-8,4706	9,3119	6,1177	
17773	-8,2881	8,6553	7,0835	
17774	-8,3422	9,0184	6,8472	
17775	-8,3058	8,2885	6,7118	
17776	-8,2385	8,571	6,0656	
17777	-8,2853	10,624	4,5964	
17778	-9,6921	3,9401	8,5666	
17779	-1,8879	7,1815	4,0537	
17780	-3,378	7,2207	4,1457	
17781	-2,2868	7,1893	3,4617	
17782	-2,2688	5,7258	3,7902	
17783	-2,4218	7,2893	2,7854	
17784	-9,489	12,224	4,1636	
17785	-8,3473	12,44	3,1515	
17786	-8,3307	12,328	4,1194	
17787	-9,4881	13,104	3,8873	
17788	-9,3707	13,325	3,3795	
17789	-9,7216	13,837	3,861	
17790	-3,3412	0,76655	1,1971	
17791	-3,6124	1,0388	1,5795	
17792	-9,4471	11,659	4,3995	
17793	-9,241	11,208	3,74	
17794	-8,1698	11,692	2,9913	
17795	-9,6586	10,686	6,8107	
17796	-9,5989	11,169	6,5914	
17797	-9,6516	11,632	8,533	
17798	-9,7393	11,636	7,9947	
17799	-2,2814	7,5558	2,291	
17800	-2,4224	6,3625	1,8765	
17801	-9,7031	11,311	4,3439	
17802	-8,2773	11,586	4,4765	
17803	-8,2146	10,866	5,0454	
17804	-8,6351	12,818	1,8944	
17805	-8,2567	12,722	2,4501	
17806	-8,3197	11,973	2,0118	
17807	-8,3443	13,326	1,7857	
17808	-8,4777	13,499	2,3259	
17809	-3,3086	7,6439	6,0736	
17810	-2,312	7,2633	5,477	
17811	-2,3116	7,6236	6,2623	
17812	-2,3302	7,	6,1826	
17813	-2,4085	6,3594	6,0864	
17814	-2,2522	5,2721	3,7947	
17815	-2,1338	0,94839	3,8562	
17816	-2,8102	0,95975	4,3198	
17817	-2,5704	0,76192	4,6329	
17818	-9,8052	2,4355	8,3346	
17819	-9,2954	1,9437	8,6427	
17820	-8,5577	1,1599	7,2674	
17821	-9,7149	1,6363	6,7477	
17822	-7,7191	2,4943	9,191	
17823	-8,5289	2,8133	9,1739	
17824	-8,4614	2,1499	9,1529	
17825	-7,4549	2,1717	9,0227	
17826	-7,1393	2,0045	9,263	
17827	-7,0032	0,75261	6,868	
17828	-6,4494	1,1544	7,3231	
17829	-6,2564	0,79486	6,7137	
17830	-6,4469	0,89423	7,8725	
17831	-1,8611	0,77692	1,6453	
17832	-9,1295	3,8077	9,1374	
17833	-9,2899	3,2789	8,7379	
17834	-8,5439	3,2859	9,0573	
17835	-9,8219	3,2561	8,3409	
